WeekNumber,CollectionDate,SpawnYear,MasterID,BioSamplesID,Rear,SRR,LGDMarkAD,LGDFLmm,GenSex,GenStock,MPG,GenStockProb,GenParentHatchery,GenBY,BioScaleFinalAge,FwAge,SwAge,Age,totalAge,BY,BiosamplesValid,LGDValid,LGDNumPIT
41,10/5/2010,SY2011,113101,,H,32H,AD,620,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113100,,H,32H,AD,620,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113099,,H,32H,AD,620,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113098,,H,32H,AD,620,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113097,,H,32H,AD,620,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113096,,H,32H,AD,620,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113095,,H,32H,AD,620,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113094,,H,32H,AD,620,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113093,,HNC,32H,AI,620,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113092,,HNC,32H,AI,620,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113091,,HNC,32H,AI,620,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113090,,H,32H,AD,620,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113089,,H,32H,AD,620,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113088,,H,32H,AD,610,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113087,,H,32H,AD,610,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113086,,H,32H,AD,610,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113085,,H,32H,AD,610,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113084,,H,32H,AD,610,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113083,,H,32H,AD,610,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113082,,H,32H,AD,610,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113081,,H,32H,AD,610,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113080,,H,32H,AD,610,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113079,,H,32H,AD,610,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113078,,HNC,32H,AI,610,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113077,,H,32H,AD,610,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113076,,H,32H,AD,610,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113075,,H,32H,AD,610,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113074,,H,32H,AD,600,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113073,,H,32H,AD,600,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113072,,H,32H,AD,600,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113071,,H,32H,AD,600,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113070,,H,32H,AD,600,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113069,,H,32H,AD,600,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113068,,H,32H,AD,600,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113067,,H,32H,AD,600,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113066,,H,32H,AD,600,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113065,,H,32H,AD,600,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113064,,H,32H,AD,600,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113063,,H,32H,AD,600,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113062,,H,32H,AD,600,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113061,,H,32H,AD,600,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113060,,H,32H,AD,600,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113059,,H,32H,AD,590,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113058,,H,32H,AD,590,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113057,,H,32H,AD,590,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113056,,H,32H,AD,590,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113055,,H,32H,AD,590,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113054,,H,32H,AD,590,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113053,,H,32H,AD,590,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113052,,H,32H,AD,590,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113051,,H,32H,AD,590,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113050,,H,32H,AD,590,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113049,,H,32H,AD,590,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113048,,HNC,32H,AI,590,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113047,,HNC,32H,AI,590,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113046,,HNC,32H,AI,590,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113045,,H,32H,AD,590,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113044,,H,32H,AD,590,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113043,,H,32H,AD,590,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113042,,H,32H,AD,580,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113041,,H,32H,AD,580,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113040,,H,32H,AD,580,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113039,,H,32H,AD,580,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113038,,H,32H,AD,580,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113037,,H,32H,AD,580,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113036,,H,32H,AD,580,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113035,,H,32H,AD,580,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113034,,H,32H,AD,580,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113033,,H,32H,AD,580,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113032,,H,32H,AD,580,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113031,,H,32H,AD,580,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113030,,H,32H,AD,580,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113029,,H,32H,AD,580,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113028,,H,32H,AD,580,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113027,,H,32H,AD,580,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113026,,H,32H,AD,580,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113025,,H,32H,AD,580,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113024,,HNC,32H,AI,580,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113023,,HNC,32H,AI,580,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113022,,HNC,32H,AI,580,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113021,,H,32H,AD,580,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113020,,H,32H,AD,580,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113019,,H,32H,AD,570,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113018,,H,32H,AD,570,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113017,,H,32H,AD,570,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113016,,H,32H,AD,570,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113015,,H,32H,AD,570,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113014,,H,32H,AD,570,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113013,,H,32H,AD,570,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113012,,H,32H,AD,570,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113011,,H,32H,AD,570,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113010,,H,32H,AD,570,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113009,,H,32H,AD,570,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113008,,H,32H,AD,570,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113007,,H,32H,AD,570,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113006,,H,32H,AD,570,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113005,,H,32H,AD,570,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113004,,HNC,32H,AI,570,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113003,,H,32H,AD,570,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113002,,H,32H,AD,570,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113001,,H,32H,AD,570,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,113000,,H,32H,AD,570,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,112999,,H,32H,AD,560,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,112998,,H,32H,AD,560,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,112997,,H,32H,AD,560,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,112996,,H,32H,AD,560,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,112995,,H,32H,AD,560,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,112994,,H,32H,AD,560,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,112993,,H,32H,AD,560,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,112992,,H,32H,AD,560,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,112991,,H,32H,AD,560,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,112990,,H,32H,AD,560,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,112989,,H,32H,AD,560,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,112988,,H,32H,AD,560,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,112987,,H,32H,AD,560,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,112986,,H,32H,AD,560,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,112985,,HNC,32H,AI,560,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,112984,,HNC,32H,AI,560,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,112983,,HNC,32H,AI,560,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,112982,,HNC,32H,AI,560,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,112981,,HNC,32H,AI,560,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,112980,,H,32H,AD,560,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,112979,,H,32H,AD,560,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,112978,,H,32H,AD,550,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,112977,,H,32H,AD,550,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,112976,,H,32H,AD,550,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,112975,,H,32H,AD,550,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,112974,,H,32H,AD,550,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,112973,,H,32H,AD,550,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,112972,,H,32H,AD,550,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,112971,,H,32H,AD,550,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,112970,,H,32H,AD,550,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,112969,,H,32H,AD,550,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,112968,,H,32H,AD,550,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,112967,,HNC,32H,AI,550,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,112966,,HNC,32H,AI,550,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,112965,,H,32H,AD,540,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,112964,,H,32H,AD,540,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,112963,,H,32H,AD,540,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,112962,,H,32H,AD,540,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,112961,,H,32H,AD,540,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,112960,,H,32H,AD,540,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,112959,,H,32H,AD,540,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,112958,,H,32H,AD,540,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,112957,,HNC,32H,AI,540,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,112956,,H,32H,AD,530,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,112955,,H,32H,AD,530,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,112954,,H,32H,AD,530,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,112953,,H,32H,AD,530,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,112952,,HNC,32H,AI,530,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,112951,,H,32H,AD,520,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/5/2010,SY2011,112950,,H,32H,AD,510,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113607,,H,32H,AD,900,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113606,,H,32H,AD,900,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113605,,H,32H,AD,890,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113604,,H,32H,AD,890,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113603,,H,32H,AD,890,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113602,,H,32H,AD,880,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113601,,H,32H,AD,880,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113600,,H,32H,AD,880,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113599,,H,32H,AD,870,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113598,,H,32H,AD,870,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113597,,H,32H,AD,870,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113596,,H,32H,AD,860,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113595,,H,32H,AD,860,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113594,,H,32H,AD,850,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113593,,H,32H,AD,850,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113592,,H,32H,AD,850,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113591,,H,32H,AD,850,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113590,,H,32H,AD,850,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113589,,H,32H,AD,850,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113588,,H,32H,AD,850,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113587,,H,32H,AD,850,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113586,,H,32H,AD,850,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113585,,H,32H,AD,840,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113584,,H,32H,AD,840,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113583,,H,32H,AD,840,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113582,,H,32H,AD,840,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113581,,H,32H,AD,840,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113580,,H,32H,AD,840,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113579,,HNC,32H,AI,840,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113578,,H,32H,AD,830,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113577,,HNC,32H,AI,830,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113576,,H,32H,AD,830,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113575,,H,32H,AD,830,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113574,,H,32H,AD,830,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113573,,H,32H,AD,830,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113572,,H,32H,AD,820,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113571,,H,32H,AD,820,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113570,,H,32H,AD,820,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113569,,H,32H,AD,820,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113568,,H,32H,AD,820,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113567,,H,32H,AD,820,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113566,,HNC,32H,AI,820,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113565,,H,32H,AD,820,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113564,,H,32H,AD,820,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113563,,H,32H,AD,820,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113562,,H,32H,AD,820,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113561,,H,32H,AD,820,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113560,,H,32H,AD,820,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113559,,H,32H,AD,820,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113558,,H,32H,AD,820,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113557,,H,32H,AD,810,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113556,,H,32H,AD,810,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113555,,H,32H,AD,810,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113554,,H,32H,AD,810,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113553,,H,32H,AD,810,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113552,,H,32H,AD,810,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113551,,H,32H,AD,810,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113550,,H,32H,AD,810,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113549,,HNC,32H,AI,810,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113548,,H,32H,AD,800,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113547,,H,32H,AD,800,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113546,,H,32H,AD,800,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113545,,H,32H,AD,800,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113544,,H,32H,AD,800,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113543,,H,32H,AD,800,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113542,,H,32H,AD,800,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113541,,H,32H,AD,800,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113540,,H,32H,AD,800,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113539,,H,32H,AD,800,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113538,,H,32H,AD,800,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113537,,H,32H,AD,800,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113536,,H,32H,AD,800,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113535,,H,32H,AD,800,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113534,,H,32H,AD,800,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113533,,H,32H,AD,800,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113532,,H,32H,AD,800,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113531,,H,32H,AD,790,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113530,,H,32H,AD,790,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113529,,H,32H,AD,790,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113528,,H,32H,AD,790,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113527,,H,32H,AD,790,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113526,,HNC,32H,AI,790,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113525,,H,32H,AD,790,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113524,,HNC,32H,AI,790,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113523,,H,32H,AD,790,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113522,,H,32H,AD,790,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113521,,H,32H,AD,780,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113520,,H,32H,AD,780,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113519,,H,32H,AD,780,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113518,,H,32H,AD,780,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113517,,H,32H,AD,780,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113516,,H,32H,AD,780,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113515,,H,32H,AD,780,NA,NA,NA,,,,,,NA,NA,,NA,,1,
41,10/6/2010,SY2011,113514,,H,32H,AD,780,NA,NA,NA,,,,,,NA,NA,,NA,,1,
