WeekNumber,CollectionDate,SpawnYear,MasterID,BioSamplesID,Rear,SRR,LGDMarkAD,LGDFLmm,GenSex,GenStock,MPG,GenStockProb,GenParentHatchery,GenBY,BioScaleFinalAge,FwAge,SwAge,Age,totalAge,BY,BiosamplesValid,LGDValid,LGDNumPIT
28,7/6/2010,SY2011,66127,10-21001,W,32W,AI,690,NA,LOCLWR,CLRWTR,0.77,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D58C50F
28,7/6/2010,SY2011,66128,10-21002,W,32W,AI,690,F,MFSALM,SALMON,0.989,,,3:2,3,2,F3S2,6,BY2005,1,1,3D9.1C2D58BE9B
28,7/6/2010,SY2011,66129,10-21003,W,32W,AI,670,F,LOCLWR,CLRWTR,0.507,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D569156
28,7/6/2010,SY2011,66130,10-21004,W,32W,AI,620,F,MFSALM,SALMON,0.927,,,?:1,NA,NA,NA,NA,NA,1,1,3D9.1BF26F7D9B
28,7/6/2010,SY2011,66131,10-21005,W,32W,AI,730,F,LOSALM,SALMON,0.692,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D56B4EF
28,7/7/2010,SY2011,66132,10-21006,W,32W,AI,700,F,GRROND,GRROND,0.874,,,?:2,NA,NA,NA,NA,NA,1,1,3D9.1C2D59252C
28,7/7/2010,SY2011,66133,10-21007,W,32W,AI,650,M,LOSALM,SALMON,0.506,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D580E33
28,7/7/2010,SY2011,66134,10-21008,W,32W,AI,670,F,IMNAHA,IMNAHA,0.683,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D581356
28,7/7/2010,SY2011,66135,10-21009,W,32W,AI,670,F,LOSALM,SALMON,0.365,,,3:2,3,2,F3S2,6,BY2005,1,1,3D9.1C2D5926E6
28,7/8/2010,SY2011,66136,10-21010,W,32W,AI,690,F,IMNAHA,IMNAHA,0.273,,,3:2,3,2,F3S2,6,BY2005,1,1,3D9.1C2D56E9B8
28,7/8/2010,SY2011,66137,10-21011,W,32W,AI,760,F,UPSALM,SALMON,0.453,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D57206F
28,7/9/2010,SY2011,66138,10-21012,W,32W,AI,690,F,GRROND,GRROND,0.907,,,?:2,NA,NA,NA,NA,NA,1,1,3D9.1C2D581676
28,7/9/2010,SY2011,66139,10-21013,W,32W,AI,740,F,UPSALM,SALMON,0.905,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D5715F7
28,7/9/2010,SY2011,66140,10-21014,W,32W,AI,670,M,LSNAKE,LSNAKE,0.589,,,?:2,NA,NA,NA,NA,NA,1,1,3D9.1C2D54D1D0
28,7/10/2010,SY2011,66141,10-21015,W,32W,AI,710,M,GRROND,GRROND,0.487,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D54C0F5
28,7/10/2010,SY2011,66142,10-21016,W,32W,AI,520,F,LOSALM,SALMON,0.464,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2D55234E
28,7/10/2010,SY2011,66143,10-21017,W,32W,AI,600,F,GRROND,GRROND,0.467,,,3:2,3,2,F3S2,6,BY2005,1,1,3D9.1C2D54C825
28,7/10/2010,SY2011,66144,10-21018,W,32W,AI,590,F,NA,NA,,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1BF279C39A
28,7/10/2010,SY2011,66145,10-21019,W,32W,AI,700,F,GRROND,GRROND,0.962,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D5558AF
28,7/10/2010,SY2011,66146,10-21020,W,32W,AI,680,M,LOCLWR,CLRWTR,0.965,,,4:2,4,2,F4S2,7,BY2004,1,1,3D9.1C2D547973
28,7/11/2010,SY2011,66147,10-21021,W,32W,AI,670,F,GRROND,GRROND,0.986,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D555493
28,7/11/2010,SY2011,66148,10-21022,W,32W,AI,640,M,GRROND,GRROND,0.909,,,1:2,1,2,F1S2,4,BY2007,1,1,3D9.1C2D550433
28,7/11/2010,SY2011,66149,10-21023,W,32W,AI,680,F,UPSALM,SALMON,0.442,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D545AA2
28,7/11/2010,SY2011,66150,10-21024,W,32W,AI,730,F,IMNAHA,IMNAHA,0.384,,,N:A,NA,NA,NA,NA,NA,1,1,3D9.1C2D54CCC9
29,7/12/2010,SY2011,66151,10-21025,W,32W,AI,670,F,MFSALM,SALMON,0.796,,,?:2,NA,NA,NA,NA,NA,1,1,3D9.1C2D547F39
29,7/12/2010,SY2011,66152,10-21026,W,32W,AI,690,F,GRROND,GRROND,0.486,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D546D46
29,7/12/2010,SY2011,66153,10-21027,W,32W,AI,690,F,LSNAKE,LSNAKE,0.566,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D54506F
29,7/12/2010,SY2011,66154,10-21028,W,32W,AI,590,F,UPSALM,SALMON,0.597,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1BF279C39A
29,7/12/2010,SY2011,66155,10-21029,W,32W,AI,840,F,LOCLWR,CLRWTR,0.276,,,1:2,1,2,F1S2,4,BY2007,1,1,3D9.1C2D551FDE
29,7/14/2010,SY2011,66156,10-21030,W,32W,AI,620,M,LOCLWR,CLRWTR,0.786,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D54775F
29,7/14/2010,SY2011,66157,10-21031,W,32W,AI,550,F,UPSALM,SALMON,0.972,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2D545070
29,7/15/2010,SY2011,66158,10-21032,W,32W,AI,700,M,GRROND,GRROND,0.787,,,1:2,1,2,F1S2,4,BY2007,1,1,3D9.1C2D555A12
29,7/15/2010,SY2011,66159,10-21033,W,32W,AI,660,F,GRROND,GRROND,0.958,,,?:2,NA,NA,NA,NA,NA,1,1,3D9.1C2D54C5AD
29,7/15/2010,SY2011,66160,10-21034,W,32W,AI,690,F,MFSALM,SALMON,0.998,,,1:2,1,2,F1S2,4,BY2007,1,1,3D9.1C2D5456F8
29,7/16/2010,SY2011,66161,10-21035,W,32W,AI,720,NA,LOSALM,SALMON,0.628,,,?:2,NA,NA,NA,NA,NA,1,1,3D9.1C2D54F50D
29,7/16/2010,SY2011,66162,10-21036,W,32W,AI,680,F,UPSALM,SALMON,0.317,,,3:2,3,2,F3S2,6,BY2005,1,1,3D9.1C2D548263
29,7/16/2010,SY2011,66163,10-21037,W,32W,AI,660,M,GRROND,GRROND,0.679,,,1:2,1,2,F1S2,4,BY2007,1,1,3D9.1C2D547253
29,7/16/2010,SY2011,66164,10-21038,W,32W,AI,680,F,IMNAHA,IMNAHA,0.663,,,?:2,NA,NA,NA,NA,NA,1,1,3D9.1C2D54C772
29,7/16/2010,SY2011,66165,10-21039,W,32W,AI,580,F,GRROND,GRROND,0.781,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2D5477E8
29,7/16/2010,SY2011,66166,10-21040,W,32W,AI,720,F,MFSALM,SALMON,1,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D5554C5
29,7/16/2010,SY2011,66167,10-21041,W,32W,AI,680,F,LSNAKE,LSNAKE,0.509,,,1:2,1,2,F1S2,4,BY2007,1,1,3D9.1C2D547C1A
29,7/17/2010,SY2011,66168,10-21042,W,32W,AI,740,F,LSNAKE,LSNAKE,0.733,,,?:2,NA,NA,NA,NA,NA,1,1,3D9.1C2D5514D2
29,7/17/2010,SY2011,66169,10-21043,W,32W,AI,670,F,UPSALM,SALMON,0.999,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D554B5C
29,7/17/2010,SY2011,66170,10-21044,W,32W,AI,690,F,MFSALM,SALMON,0.955,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D5500C9
29,7/17/2010,SY2011,66171,10-21045,W,32W,AI,550,F,UPSALM,SALMON,0.806,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2D5647C9
29,7/18/2010,SY2011,66172,10-21046,W,32W,AI,690,F,LSNAKE,LSNAKE,0.575,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D551E6C
29,7/18/2010,SY2011,66173,10-21047,W,32W,AI,720,M,LOCLWR,CLRWTR,0.851,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D547645
29,7/18/2010,SY2011,66174,10-21048,W,32W,AI,680,F,LOCLWR,CLRWTR,0.77,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D5517C0
29,7/18/2010,SY2011,66175,10-21049,W,32W,AI,700,F,LSNAKE,LSNAKE,0.604,,,?:2,NA,NA,NA,NA,NA,1,1,3D9.1C2D554974
29,7/18/2010,SY2011,66176,10-21050,W,32W,AI,550,F,GRROND,GRROND,0.967,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2D547064
29,7/18/2010,SY2011,66177,10-21051,W,32W,AI,660,F,LOCLWR,CLRWTR,0.401,,,1:2,1,2,F1S2,4,BY2007,1,1,3D9.1C2D550D98
29,7/18/2010,SY2011,66178,10-21052,W,32W,AI,650,M,GRROND,GRROND,0.571,,,3:2,3,2,F3S2,6,BY2005,1,1,3D9.1C2D551AF7
29,7/18/2010,SY2011,66179,10-21053,W,32W,AI,660,F,NA,NA,,,,4:2,4,2,F4S2,7,BY2004,1,1,3D9.1C2D550DD3
29,7/18/2010,SY2011,66180,10-21054,W,32W,AI,700,F,LSNAKE,LSNAKE,0.728,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D54BF62
30,7/19/2010,SY2011,66181,10-21055,W,32W,AI,640,NA,MFSALM,SALMON,0.999,,,1:2,1,2,F1S2,4,BY2007,1,1,3D9.1C2D54BD0E
30,7/19/2010,SY2011,66182,10-21056,W,32W,AI,630,F,LOCLWR,CLRWTR,0.514,,,?:2,NA,NA,NA,NA,NA,1,1,3D9.1C2D544E3D
30,7/19/2010,SY2011,66183,10-21057,W,32W,AI,730,F,LOCLWR,CLRWTR,0.639,,,?:2,NA,NA,NA,NA,NA,1,1,3D9.1C2D54F477
30,7/19/2010,SY2011,66184,10-21058,W,32W,AI,690,F,UPSALM,SALMON,0.962,,,?:2,NA,NA,NA,NA,NA,1,1,3D9.1C2D551E3D
30,7/21/2010,SY2011,66185,10-21059,W,32W,AI,690,M,LSNAKE,LSNAKE,0.652,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2D546F09
30,7/21/2010,SY2011,66186,10-21060,W,32W,AI,610,M,GRROND,GRROND,0.671,,,3:2,3,2,F3S2,6,BY2005,1,1,3D9.1C2D551875
30,7/21/2010,SY2011,66187,10-21061,W,32W,AI,710,F,GRROND,GRROND,0.643,,,3:1,3,1,F3S1,5,BY2006,1,1,3D9.1C2D5556A6
30,7/21/2010,SY2011,66188,10-21062,W,32W,AI,690,F,UPSALM,SALMON,0.991,,,3:2,3,2,F3S2,6,BY2005,1,1,3D9.1C2D554F33
30,7/21/2010,SY2011,66189,10-21063,W,32W,AI,690,F,LSNAKE,LSNAKE,0.525,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D551E84
30,7/22/2010,SY2011,66190,10-21065,W,32W,AI,640,F,LSNAKE,LSNAKE,0.698,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D550877
30,7/22/2010,SY2011,66191,10-21066,W,32W,AI,580,F,GRROND,GRROND,0.729,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2D54F481
30,7/22/2010,SY2011,66192,10-21067,W,32W,AI,690,NA,LSNAKE,LSNAKE,0.517,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D545E95
30,7/22/2010,SY2011,66193,10-21068,W,32W,AI,700,M,NA,NA,,,,1:2,1,2,F1S2,4,BY2007,1,1,3D9.1C2D5477B4
30,7/22/2010,SY2011,66194,10-21069,W,32W,AI,660,F,LOCLWR,CLRWTR,0.276,,,3:2,3,2,F3S2,6,BY2005,1,1,3D9.1C2D546FF4
30,7/23/2010,SY2011,66195,10-21070,W,32W,AI,570,F,UPSALM,SALMON,0.921,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2D5470EE
30,7/23/2010,SY2011,66196,10-21071,W,32W,AI,650,F,GRROND,GRROND,0.846,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D550E90
30,7/23/2010,SY2011,66197,10-21072,W,32W,AI,640,NA,MFSALM,SALMON,0.617,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D5509DA
30,7/23/2010,SY2011,66198,10-21073,W,32W,AI,700,F,LSNAKE,LSNAKE,0.634,,,3:2,3,2,F3S2,6,BY2005,1,1,3D9.1C2D5515AF
30,7/24/2010,SY2011,66199,10-21074,W,32W,AI,730,F,MFSALM,SALMON,0.741,,,3:2,3,2,F3S2,6,BY2005,1,1,3D9.1C2D58C6FF
30,7/24/2010,SY2011,66200,10-21075,W,32W,AI,750,F,GRROND,GRROND,0.676,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D58B319
30,7/24/2010,SY2011,66201,10-21076,W,32W,AI,560,F,LOCLWR,CLRWTR,0.71,,,?:1,NA,NA,NA,NA,NA,1,1,3D9.1C2D581F39
30,7/24/2010,SY2011,66202,10-21077,W,32W,AI,540,F,NA,NA,,,,3:1,3,1,F3S1,5,BY2006,1,1,3D9.1C2D58C6FE
30,7/24/2010,SY2011,66203,10-21078,W,32W,AI,580,F,LOCLWR,CLRWTR,0.288,,,3:1,3,1,F3S1,5,BY2006,1,1,3D9.1C2D5928DC
30,7/24/2010,SY2011,66204,10-21079,W,32W,AI,560,F,MFSALM,SALMON,0.648,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2D5857BD
30,7/24/2010,SY2011,66205,10-21080,W,32W,AI,660,F,GRROND,GRROND,0.846,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D581B62
30,7/25/2010,SY2011,66206,10-21081,W,32W,AI,620,F,LSNAKE,LSNAKE,0.457,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D58121D
30,7/25/2010,SY2011,66207,10-21082,W,32W,AI,700,M,GRROND,GRROND,0.86,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D59250A
30,7/25/2010,SY2011,66208,10-21083,W,32W,AI,550,F,GRROND,GRROND,0.897,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2D58B974
30,7/25/2010,SY2011,66209,10-21084,W,32W,AI,670,M,NA,NA,,,,1:1,1,1,F1S1,3,BY2008,1,1,3D9.1C2D5855E3
31,7/26/2010,SY2011,66210,10-21085,W,32W,AI,670,F,UPSALM,SALMON,0.905,,,1:2,1,2,F1S2,4,BY2007,1,1,3D9.1C2D580E5C
31,7/26/2010,SY2011,66211,10-21086,W,32W,AI,610,F,UPSALM,SALMON,0.886,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2D584A51
31,7/26/2010,SY2011,66212,10-21087,W,32W,AI,660,M,LSNAKE,LSNAKE,0.856,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D581B62
31,7/26/2010,SY2011,66213,10-21088,W,32W,AI,570,F,UPSALM,SALMON,0.948,,,3:1,3,1,F3S1,5,BY2006,1,1,3D9.1C2D580E5F
31,7/26/2010,SY2011,66214,10-21089,W,32W,AI,690,F,UPSALM,SALMON,0.321,,,?:2,NA,NA,NA,NA,NA,1,1,3D9.1C2D58B0A4
31,7/27/2010,SY2011,66215,10-21090,W,32W,AI,730,F,LOCLWR,CLRWTR,0.939,,,3:2,3,2,F3S2,6,BY2005,1,1,3D9.1C2D5814CC
31,7/27/2010,SY2011,66216,10-21091,W,32W,AI,710,F,GRROND,GRROND,0.766,,,3:2,3,2,F3S2,6,BY2005,1,1,3D9.1C2D5842A8
31,7/27/2010,SY2011,66217,10-21092,W,32W,AI,710,F,IMNAHA,IMNAHA,0.904,,,3:2,3,2,F3S2,6,BY2005,1,1,3D9.1C2D584928
31,7/28/2010,SY2011,66218,10-21093,W,32W,AI,690,F,NA,NA,,,,1:2,1,2,F1S2,4,BY2007,1,1,3D9.1C2D585680
31,7/29/2010,SY2011,66219,10-21094,W,32W,AI,710,F,LSNAKE,LSNAKE,0.711,,,3:2,3,2,F3S2,6,BY2005,1,1,3D9.1C2D585871
31,7/30/2010,SY2011,66220,10-21095,W,32W,AI,700,F,UPSALM,SALMON,0.64,,,?:2,NA,NA,NA,NA,NA,1,1,3D9.1C2D581186
31,7/30/2010,SY2011,66221,10-21096,W,32W,AI,720,NA,LSNAKE,LSNAKE,0.833,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D58237C
31,7/31/2010,SY2011,66222,10-21097,W,32W,AI,630,M,UPSALM,SALMON,0.779,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2D58B1F1
31,7/31/2010,SY2011,66223,10-21098,W,32W,AI,660,F,GRROND,GRROND,0.939,,,?:2,NA,NA,NA,NA,NA,1,1,3D9.1C2D580F5A
31,7/31/2010,SY2011,66224,10-21099,W,32W,AI,530,F,UPSALM,SALMON,0.995,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2D58494D
31,7/31/2010,SY2011,66225,10-21100,W,32W,AI,660,M,GRROND,GRROND,0.966,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2D58100C
31,7/31/2010,SY2011,66226,10-21101,W,32W,AI,710,F,MFSALM,SALMON,1,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D581B9C
31,7/31/2010,SY2011,66227,10-21102,W,32W,AI,680,F,IMNAHA,IMNAHA,0.479,,,?:2,NA,NA,NA,NA,NA,1,1,3D9.1C2D580D22
31,7/31/2010,SY2011,66228,10-21103,W,32W,AI,720,F,MFSALM,SALMON,0.787,,,?:2,NA,NA,NA,NA,NA,1,1,3D9.1C2D581AFE
31,8/1/2010,SY2011,66229,10-21104,W,32W,AI,570,F,LOCLWR,CLRWTR,0.423,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2D5811CB
31,8/1/2010,SY2011,66230,10-21105,W,32W,AI,720,F,GRROND,GRROND,0.39,,,3:2,3,2,F3S2,6,BY2005,1,1,3D9.1C2D584652
31,8/1/2010,SY2011,66231,10-21106,W,32W,AI,560,F,GRROND,GRROND,0.949,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2D5811EB
31,8/1/2010,SY2011,66232,10-21107,W,32W,AI,690,F,GRROND,GRROND,0.661,,,3:2,3,2,F3S2,6,BY2005,1,1,3D9.1C2D58509D
32,8/2/2010,SY2011,66233,10-21108,W,32W,AI,670,M,IMNAHA,IMNAHA,0.54,,,3:2,3,2,F3S2,6,BY2005,1,1,3D9.1C2D580E6A
32,8/2/2010,SY2011,66234,10-21109,W,32W,AI,680,F,GRROND,GRROND,0.917,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D58C2B3
32,8/3/2010,SY2011,66235,10-21110,W,32W,AI,530,M,LOCLWR,CLRWTR,0.571,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2D5850A1
32,8/4/2010,SY2011,66236,10-21111,W,32W,AI,550,M,GRROND,GRROND,0.484,,,?:1,NA,NA,NA,NA,NA,1,1,3D9.1C2D591CA5
32,8/4/2010,SY2011,66237,10-21112,W,32W,AI,700,M,LSNAKE,LSNAKE,0.552,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D5813D9
32,8/5/2010,SY2011,66238,10-21113,W,32W,AI,570,M,GRROND,GRROND,0.836,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2D584917
32,8/6/2010,SY2011,66239,10-21114,W,32W,AI,500,M,IMNAHA,IMNAHA,0.548,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2D5721B5
32,8/6/2010,SY2011,66240,10-21115,W,32W,AI,570,F,MFSALM,SALMON,0.997,,,3:1,3,1,F3S1,5,BY2006,1,1,3D9.1C2D56EB44
32,8/6/2010,SY2011,66241,10-21116,W,32W,AI,690,M,SFCLWR,CLRWTR,0.559,,,1:2,1,2,F1S2,4,BY2007,1,1,3D9.1C2D58547F
32,8/6/2010,SY2011,66242,10-21117,W,32W,AI,670,F,LOSALM,SALMON,0.395,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D5813DF
32,8/6/2010,SY2011,66243,10-21118,W,32W,AI,560,F,LSNAKE,LSNAKE,0.432,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2D584EE4
32,8/6/2010,SY2011,66244,10-21119,W,32W,AI,600,F,GRROND,GRROND,0.433,,,?:1,NA,NA,NA,NA,NA,1,1,3D9.1C2D58C637
32,8/7/2010,SY2011,66245,10-21120,W,32W,AI,710,M,GRROND,GRROND,0.649,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D584B5C
32,8/7/2010,SY2011,66246,10-21121,W,32W,AI,550,M,LSNAKE,LSNAKE,0.497,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2D580E7D
32,8/7/2010,SY2011,66247,10-21122,W,32W,AI,580,M,GRROND,GRROND,0.407,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2D5811C8
32,8/7/2010,SY2011,66248,10-21123,W,32W,AI,680,F,GRROND,GRROND,0.991,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D5856A6
32,8/7/2010,SY2011,66249,10-21124,W,32W,AI,590,M,LOCLWR,CLRWTR,0.562,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2D58439E
32,8/8/2010,SY2011,66250,10-21125,W,32W,AI,660,F,MFSALM,SALMON,0.528,,,?:2,NA,NA,NA,NA,NA,1,1,3D9.1C2D581F67
32,8/8/2010,SY2011,66251,10-21126,W,32W,AI,630,M,LSNAKE,LSNAKE,0.655,,,3:1,3,1,F3S1,5,BY2006,1,1,3D9.1C2D57238A
32,8/8/2010,SY2011,66252,10-21127,W,32W,AI,690,F,UPSALM,SALMON,0.956,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D58BED0
32,8/8/2010,SY2011,66253,10-21128,W,32W,AI,620,F,LSNAKE,LSNAKE,0.547,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D58508E
32,8/8/2010,SY2011,66254,10-21129,W,32W,AI,510,F,UPSALM,SALMON,0.975,,,1:1,1,1,F1S1,3,BY2008,1,1,3D9.1C2D584D14
32,8/8/2010,SY2011,66255,10-21130,W,32W,AI,530,M,LSNAKE,LSNAKE,0.669,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2D580EAC
32,8/8/2010,SY2011,66256,10-21131,W,32W,AI,580,F,LOSALM,SALMON,0.318,,,?:1,NA,NA,NA,NA,NA,1,1,3D9.1C2D5851D1
32,8/8/2010,SY2011,66257,10-21132,W,32W,AI,700,F,GRROND,GRROND,0.832,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D5813BF
32,8/8/2010,SY2011,66258,10-21133,W,32W,AI,770,F,GRROND,GRROND,0.555,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D56E7E5
32,8/8/2010,SY2011,66259,10-21134,W,32W,AI,660,F,UPSALM,SALMON,0.96,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D592504
32,8/8/2010,SY2011,66260,10-21135,W,32W,AI,730,F,IMNAHA,IMNAHA,0.743,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D5815BB
32,8/8/2010,SY2011,66261,10-21136,W,32W,AI,670,M,GRROND,GRROND,0.398,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2D584FCE
33,8/9/2010,SY2011,66262,10-21137,W,32W,AI,710,F,GRROND,GRROND,0.931,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D592B13
33,8/9/2010,SY2011,66263,10-21138,W,32W,AI,650,F,LOSALM,SALMON,0.967,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D58122F
33,8/9/2010,SY2011,66264,10-21139,W,32W,AI,520,F,GRROND,GRROND,0.61,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2D584D23
33,8/9/2010,SY2011,66265,10-21140,W,32W,AI,580,F,IMNAHA,IMNAHA,0.973,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2D581576
33,8/9/2010,SY2011,66266,10-21141,W,32W,AI,610,F,GRROND,GRROND,0.889,,,?:2,NA,NA,NA,NA,NA,1,1,3D9.1C2D58472C
33,8/9/2010,SY2011,66267,10-21142,W,32W,AI,690,F,UPSALM,SALMON,0.869,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D5842A5
33,8/9/2010,SY2011,66268,10-21143,W,32W,AI,690,F,GRROND,GRROND,0.841,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D58549D
33,8/9/2010,SY2011,66269,10-21144,W,32W,AI,690,F,GRROND,GRROND,0.521,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D585006
33,8/9/2010,SY2011,66270,10-21145,W,32W,AI,590,F,GRROND,GRROND,0.731,,,3:1,3,1,F3S1,5,BY2006,1,1,3D9.1C2D58104E
33,8/10/2010,SY2011,66271,10-21146,W,32W,AI,650,F,GRROND,GRROND,0.558,,,3:2,3,2,F3S2,6,BY2005,1,1,3D9.1C2D581231
33,8/10/2010,SY2011,66272,10-21147,W,32W,AI,690,F,UPSALM,SALMON,0.864,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D571FE6
33,8/10/2010,SY2011,66273,10-21148,W,32W,AI,610,M,GRROND,GRROND,0.924,,,?:1,NA,NA,NA,NA,NA,1,1,3D9.1C2D584EDB
33,8/10/2010,SY2011,66274,10-21149,W,32W,AI,700,M,LSNAKE,LSNAKE,0.558,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D5817AA
33,8/10/2010,SY2011,66275,10-21150,W,32W,AI,740,F,UPCLWR,CLRWTR,0.491,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D581008
33,8/10/2010,SY2011,66276,10-21151,W,32W,AI,730,M,GRROND,GRROND,0.497,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D5851D8
33,8/10/2010,SY2011,66277,10-21152,W,32W,AI,660,F,GRROND,GRROND,0.769,,,1:2,1,2,F1S2,4,BY2007,1,1,3D9.1C2D58C487
33,8/10/2010,SY2011,66278,10-21153,W,32W,AI,710,NA,MFSALM,SALMON,0.999,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D58C659
33,8/10/2010,SY2011,66279,10-21154,W,32W,AI,550,M,GRROND,GRROND,0.526,,,3:1,3,1,F3S1,5,BY2006,1,1,3D9.1C2D5856A4
33,8/10/2010,SY2011,66280,10-21155,W,32W,AI,610,F,GRROND,GRROND,0.777,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2D58485B
33,8/10/2010,SY2011,66281,10-21156,W,32W,AI,620,F,GRROND,GRROND,0.434,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2D58491D
33,8/10/2010,SY2011,66282,10-21157,W,32W,AI,580,F,GRROND,GRROND,0.527,,,3:1,3,1,F3S1,5,BY2006,1,1,3D9.1C2D58AFAD
33,8/10/2010,SY2011,66283,10-21158,W,32W,AI,690,F,LOCLWR,CLRWTR,0.405,,,3:2,3,2,F3S2,6,BY2005,1,1,3D9.1C2D581F54
